x,y,z
37.571679,24.795479,45.367565
37.495479,25.222199,45.367565
37.678359,25.684479,45.367565
37.795199,26.070559,45.367565
37.718999,26.522679,45.367565
37.739319,26.964639,45.367565
37.754559,27.426919,45.367565
37.769799,27.863799,45.367565
37.820599,28.351479,45.367565
37.901879,28.854399,45.367565
37.988239,29.474159,45.367565
37.962839,29.987239,45.367565
37.876479,30.388559,45.367565
37.642799,31.059119,45.367565
37.327839,31.429959,45.367565
36.946839,31.678879,45.367565
36.515039,31.993839,45.367565
36.012119,32.105599,45.367565
35.575239,32.278319,45.367565
35.153599,32.384999,45.367565
34.737039,32.471359,45.367565
34.289999,32.593279,45.367565
33.797239,32.608519,45.367565
33.380679,32.638999,45.367565
32.953959,32.781239,45.367565
32.496759,32.796479,45.367565
32.064959,32.892999,45.367565
31.628079,32.969199,45.367565
31.221679,32.989519,45.367565
30.769559,33.055559,45.367565
30.327599,33.101279,45.367565
29.870399,33.136839,45.367565
29.453839,33.197799,45.367565
29.022039,33.273999,45.367565
28.620719,33.299399,45.367565
28.178759,33.375599,45.367565
27.782519,33.406079,45.367565
27.355799,33.467039,45.367565
26.934159,33.553399,45.367565
26.497279,33.588959,45.367565
26.075639,33.654999,45.367565
25.648919,33.680399,45.367565
25.191719,33.619439,45.367565
24.780239,33.649919,45.367565
24.323039,33.726119,45.367565
23.921719,33.787079,45.367565
23.434039,33.903919,45.367565
22.920959,34.046159,45.367565
22.326599,33.990279,45.367565
21.879559,34.127439,45.367565
21.386799,34.178239,45.367565
20.939759,34.300159,45.367565
20.518119,34.274759,45.367565
20.116799,34.356039,45.367565
19.659599,34.452559,45.367565
19.237959,34.467799,45.367565
18.806159,34.477959,45.367565
18.399759,34.513519,45.367565
17.947639,34.533839,45.367565
17.520919,34.549079,45.367565
17.033239,34.559239,45.367565
16.576039,34.655759,45.367565
16.083279,34.752279,45.367565
15.676879,34.752279,45.367565
15.270480,34.823399,45.367565
14.803120,34.879279,45.367565
14.376400,34.879279,45.367565
13.919200,34.965639,45.367565
13.436600,35.046919,45.367565
12.943840,35.138359,45.367565
12.496800,35.097719,45.367565
12.039600,35.092639,45.367565
11.587480,35.138359,45.367565
11.079480,35.158679,45.367565
10.662920,35.128199,45.367565
10.190480,35.239959,45.367565
9.718040,35.209479,45.367565
9.291320,35.199319,45.367565
8.834120,35.219639,45.367565
8.412480,35.250119,45.367565
7.960360,35.234879,45.367565
7.553960,35.245039,45.367565
7.106920,35.260279,45.367565
6.629400,35.392359,45.367565
6.075680,35.300919,45.367565
5.633720,35.361879,45.367565
4.968240,35.438079,45.367565
4.551680,35.438079,45.367565
4.084320,35.544759,45.367565
3.601720,35.453319,45.367565
3.169920,35.549839,45.367565
2.722880,35.595559,45.367565
2.301240,35.595559,45.367565
1.854200,35.671759,45.367565
1.432560,35.641279,45.367565
0.858520,35.676839,45.367565
0.365760,35.712399,45.367565
-0.050800,35.702239,45.367565
-0.518160,35.631119,45.367565
-1.000760,35.676839,45.367565
-1.422400,35.783519,45.367565
-1.986280,35.697159,45.367565
-2.387600,35.722559,45.367565
-2.804160,35.676839,45.367565
-3.205480,35.758119,45.367565
-3.698240,35.737799,45.367565
-4.257040,35.681919,45.367565
-4.749800,35.620959,45.367565
-5.146040,35.742879,45.367565
-5.648960,35.686999,45.367565
-6.141720,35.854639,45.367565
-6.680200,35.666679,45.367565
-7.228840,35.671759,45.367565
-7.660640,35.575239,45.367565
-8.133080,35.631119,45.367565
-8.620760,35.514279,45.367565
-9.149080,35.570159,45.367565
-9.692640,35.483799,45.367565
-10.139680,35.509199,45.367565
-10.668000,35.305999,45.367565
-11.135360,35.260279,45.367565
-11.557000,35.305999,45.367565
-12.085320,35.148519,45.367565
-12.522200,35.229799,45.367565
-12.969240,35.112959,45.367565
-13.467080,35.173919,45.367565
-14.010640,35.046919,45.367565
-14.457680,35.046919,45.367565
-14.869160,35.016439,45.367565
-15.443200,34.919919,45.367565
-15.849599,35.011359,45.367565
-16.316959,34.919919,45.367565
-16.758919,34.919919,45.367565
-17.327879,34.808159,45.367565
-17.779999,34.914839,45.367565
-18.277839,34.787839,45.367565
-18.770599,34.823399,45.367565
-19.197319,34.808159,45.367565
-19.659599,34.660839,45.367565
-20.055839,34.706559,45.367565
-20.507959,34.640519,45.367565
-20.924519,34.640519,45.367565
-21.427439,34.513519,45.367565
-21.849079,34.528759,45.367565
-22.275799,34.518599,45.367565
-22.743159,34.457639,45.367565
-23.367999,34.452559,45.367565
-23.891239,34.411919,45.367565
-24.353519,34.391599,45.367565
-24.749759,34.330639,45.367565
-25.181559,34.295079,45.367565
-25.633679,34.264599,45.367565
-26.060399,34.300159,45.367565
-26.471879,34.310319,45.367565
-26.883359,34.279839,45.367565
-27.340559,34.432239,45.367565
-27.889199,34.071559,45.367565
-28.295599,33.817559,45.367565
-28.727399,33.416239,45.367565
-29.052519,32.989519,45.367565
-29.052519,32.257999,45.367565
-29.164279,31.826199,45.367565
-29.164279,31.287719,45.367565
-29.184599,30.754319,45.367565
-29.245559,30.307279,45.367565
-29.093159,29.682439,45.367565
-29.199839,29.174439,45.367565
-29.098239,28.595319,45.367565
-29.184599,28.117799,45.367565
-29.149039,27.579319,45.367565
-29.037279,27.030679,45.367565
-29.138879,26.542999,45.367565
-29.006799,25.994359,45.367565
-29.077919,25.455879,45.367565
-29.001719,24.968199,45.367565
-29.032199,24.566879,45.367565
-29.062679,24.053799,45.367565
-29.042359,23.500079,45.367565
-29.011879,23.002239,45.367565
-29.072839,22.473919,45.367565
-28.950919,21.915119,45.367565
-29.072839,21.432519,45.367565
-28.976319,20.863559,45.367565
-29.103319,20.386039,45.367565
-29.006799,19.796759,45.367565
-29.154119,19.293839,45.367565
-29.067759,18.704559,45.367565
-29.088079,18.196559,45.367565
-29.103319,17.581879,45.367565
-29.047439,17.124679,45.367565
-29.108399,16.636999,45.367565
-28.955999,16.057879,45.367565
-29.103319,15.666719,45.367565
-29.103319,15.209520,45.367565
-29.042359,14.610080,45.367565
-29.098239,14.046200,45.367565
-29.052519,13.492480,45.367565
-29.062679,13.070840,45.367565
-29.037279,12.613640,45.367565
-28.955999,12.014200,45.367565
-29.108399,11.638280,45.367565
-29.027119,11.109960,45.367565
-29.077919,10.632440,45.367565
-28.940759,10.165080,45.367565
-28.930599,9.621520,45.367565
-28.910279,9.052560,45.367565
-28.737559,8.493760,45.367565
-28.768039,8.061960,45.367565
-28.747719,7.599680,45.367565
-28.778199,7.091680,45.367565
-28.696919,6.512560,45.367565
-28.671519,5.989320,45.367565
-28.574999,5.389880,45.367565
-28.610559,4.917440,45.367565
-28.498799,4.363720,45.367565
-28.478479,3.947160,45.367565
-28.407359,3.474720,45.367565
-28.432759,3.027680,45.367565
-28.381959,2.463800,45.367565
-28.254959,1.899920,45.367565
-28.376879,1.447800,45.367565
-28.356559,0.944880,45.367565
-28.315919,0.360680,45.367565
-28.397199,-0.045720,45.367565
-28.315919,-0.609600,45.367565
-28.290519,-1.071880,45.367565
-28.315919,-1.666240,45.367565
-28.275279,-2.280920,45.367565
-28.381959,-2.692400,45.367565
-28.371799,-3.185160,45.367565
-28.305759,-3.743960,45.367565
-28.417519,-4.236720,45.367565
-28.407359,-4.724400,45.367565
-28.407359,-5.334000,45.367565
-28.447999,-5.760720,45.367565
-28.524199,-6.278880,45.367565
-28.524199,-6.756400,45.367565
-28.483559,-7.366000,45.367565
-28.356559,-7.934960,45.367565
-28.437839,-8.351520,45.367565
-28.366719,-8.849360,45.367565
-28.447999,-9.286240,45.367565
-28.320999,-9.809480,45.367565
-28.498799,-10.175240,45.367565
-28.331159,-10.764520,45.367565
-28.519119,-11.247120,45.367565
-28.346399,-11.785600,45.367565
-28.478479,-12.329160,45.367565
-28.336239,-12.857480,45.367565
-28.458159,-13.355320,45.367565
-28.376879,-13.863320,45.367565
-28.473399,-14.351000,45.367565
-28.483559,-14.848840,45.367565
-28.397199,-15.407640,45.367565
-28.326079,-16.012159,45.367565
-28.458159,-16.433799,45.367565
-28.346399,-16.977359,45.367565
-28.417519,-17.485359,45.367565
-28.412439,-18.003519,45.367565
-28.336239,-18.552159,45.367565
-28.437839,-19.065239,45.367565
-28.351479,-19.649439,45.367565
-28.366719,-20.238719,45.367565
-28.361639,-20.827999,45.367565
-28.422599,-21.427439,45.367565
-28.488639,-22.031959,45.367565
-28.519119,-22.636479,45.367565
-28.498799,-23.200359,45.367565
-28.503879,-23.799799,45.367565
-28.610559,-24.333199,45.367565
-28.656279,-24.891999,45.367565
-28.600399,-25.450799,45.367565
-28.630879,-26.065479,45.367565
-28.651199,-26.649679,45.367565
-28.651199,-27.254199,45.367565
-28.656279,-27.858719,45.367565
-28.676599,-28.458159,45.367565
-28.676599,-29.052519,45.367565
-28.712159,-29.651959,45.367565
-28.610559,-30.210759,45.367565
-28.432759,-30.703519,45.367565
-28.082239,-31.135319,45.367565
-27.609799,-31.551879,45.367565
-27.289759,-31.831279,45.367565
-26.873199,-32.125919,45.367565
-26.334719,-32.181799,45.367565
-25.887679,-32.293559,45.367565
-25.344119,-32.384999,45.367565
-24.825959,-32.506919,45.367565
-24.251919,-32.633919,45.367565
-23.794719,-32.745679,45.367565
-23.246079,-32.877759,45.367565
-22.717759,-32.974279,45.367565
-22.153879,-33.025079,45.367565
-21.676359,-33.182559,45.367565
-21.203919,-33.228279,45.367565
-20.675599,-33.228279,45.367565
-20.116799,-33.228279,45.367565
-19.537679,-33.324799,45.367565
-18.968719,-33.395919,45.367565
-18.394679,-33.456879,45.367565
-17.840959,-33.482279,45.367565
-17.292319,-33.477199,45.367565
-16.733519,-33.431479,45.367565
-16.159479,-33.426399,45.367565
-15.580360,-33.487359,45.367565
-15.021560,-33.533079,45.367565
-14.478000,-33.477199,45.367565
-13.985240,-33.583879,45.367565
-13.472160,-33.726119,45.367565
-12.948920,-33.781999,45.367565
-12.415520,-33.842959,45.367565
-11.861800,-33.975039,45.367565
-11.297920,-34.147759,45.367565
-10.749280,-34.315399,45.367565
-10.215880,-34.452559,45.367565
-9.657080,-34.640519,45.367565
-9.118600,-34.782759,45.367565
-8.580120,-34.996119,45.367565
-8.041640,-35.229799,45.367565
-7.498080,-35.453319,45.367565
-6.990080,-35.615879,45.367565
-6.456680,-35.819079,45.367565
-5.948680,-36.098479,45.367565
-5.593080,-36.388039,45.367565
-5.095240,-36.484559,45.367565
-4.719320,-36.819839,45.367565
-4.262120,-36.987479,45.367565
-3.759200,-37.180519,45.367565
-3.281680,-37.327839,45.367565
-2.895600,-37.647879,45.367565
-2.443480,-37.754559,45.367565
-2.011680,-38.160959,45.367565
-1.498600,-38.252399,45.367565
-1.137920,-38.684199,45.367565
-0.695960,-38.938199,45.367565
-0.015240,-38.816279,45.367565
37.449759,-33.025079,45.853340
37.094159,-32.430719,45.853340
37.195759,-31.978599,45.853340
37.292279,-31.582359,45.853340
37.449759,-31.201359,45.853340
37.444679,-30.708599,45.853340
37.454839,-30.312359,45.853340
37.444679,-29.895799,45.853340
37.531039,-29.469079,45.853340
37.515799,-29.011879,45.853340
37.439599,-28.478479,45.853340
37.586919,-28.011119,45.853340
37.536119,-27.604719,45.853340
37.541199,-27.086559,45.853340
37.541199,-26.598879,45.853340
37.571679,-26.167079,45.853340
37.652959,-25.714959,45.853340
37.505639,-25.140919,45.853340
37.556439,-24.734519,45.853340
37.520879,-24.292559,45.853340
37.485319,-23.881079,45.853340
37.459919,-23.459439,45.853340
37.327839,-22.870159,45.853340
37.398959,-22.468839,45.853340
37.597079,-22.011639,45.853340
37.693599,-21.544279,45.853340
37.693599,-21.071839,45.853340
37.652959,-20.655279,45.853340
37.744399,-20.172679,45.853340
37.800279,-19.740879,45.853340
37.673279,-19.303999,45.853340
37.744399,-18.907759,45.853340
37.734239,-18.338799,45.853340
37.744399,-17.846039,45.853340
37.729159,-17.363439,45.853340
37.851079,-16.941799,45.853340
37.820599,-16.433799,45.853340
37.805359,-15.976599,45.853340
37.708839,-15.575280,45.853340
37.739319,-15.158720,45.853340
37.729159,-14.686280,45.853340
37.658039,-14.279880,45.853340
37.658039,-13.853160,45.853340
37.576759,-13.431520,45.853340
37.647879,-13.030200,45.853340
37.607239,-12.512040,45.853340
37.668199,-12.019280,45.853340
37.581839,-11.597640,45.853340
37.647879,-11.125200,45.853340
37.637719,-10.632440,45.853340
37.515799,-10.246360,45.853340
37.536119,-9.794240,45.853340
37.500559,-9.367520,45.853340
37.439599,-8.950960,45.853340
37.495479,-8.554720,45.853340
37.536119,-8.067040,45.853340
37.556439,-7.650480,45.853340
37.556439,-7.157720,45.853340
37.566599,-6.649720,45.853340
37.673279,-6.151880,45.853340
37.576759,-5.740400,45.853340
37.647879,-5.334000,45.853340
37.734239,-4.851400,45.853340
37.734239,-4.419600,45.853340
37.713919,-3.982720,45.853340
37.724079,-3.545840,45.853340
37.744399,-3.124200,45.853340
37.744399,-2.682240,45.853340
37.729159,-2.275840,45.853340
37.769799,-1.828800,45.853340
37.785039,-1.361440,45.853340
37.805359,-0.944880,45.853340
37.830759,-0.487680,45.853340
37.790119,-0.071120,45.853340
37.774879,0.350520,45.853340
37.718999,0.792480,45.853340
37.749479,1.198880,45.853340
37.785039,1.620520,45.853340
37.724079,2.072640,45.853340
37.708839,2.484120,45.853340
37.652959,2.941320,45.853340
37.576759,3.337560,45.853340
37.693599,3.759200,45.853340
37.688519,4.312920,45.853340
37.668199,4.805680,45.853340
37.632639,5.303520,45.853340
37.774879,5.786120,45.853340
37.698679,6.202680,45.853340
37.785039,6.639560,45.853340
37.749479,7.178040,45.853340
37.678359,7.741920,45.853340
37.683439,8.199120,45.853340
37.663119,8.615680,45.853340
37.774879,9.037320,45.853340
37.840919,9.519920,45.853340
37.769799,9.916160,45.853340
37.744399,10.373360,45.853340
37.718999,10.784840,45.853340
37.790119,11.216640,45.853340
37.764719,11.719560,45.853340
37.663119,12.252960,45.853340
37.663119,12.735560,45.853340
37.744399,13.192760,45.853340
37.901879,13.690600,45.853340
37.724079,14.264640,45.853340
37.729159,14.752320,45.853340
37.754559,15.184120,45.853340
37.744399,15.636239,45.853340
37.779959,16.093439,45.853340
37.668199,16.576039,45.853340
37.576759,17.033239,45.853340
37.658039,17.434559,45.853340
37.637719,17.932399,45.853340
37.642799,18.374359,45.853340
37.627559,18.821399,45.853340
37.652959,19.248119,45.853340
37.652959,19.710399,45.853340
37.591999,20.137119,45.853340
37.627559,20.538439,45.853340
37.658039,21.010879,45.853340
37.678359,21.417279,45.853340
37.724079,21.869399,45.853340
37.739319,22.296119,45.853340
37.759639,22.748239,45.853340
37.805359,23.169879,45.853340
37.871399,23.637239,45.853340
37.840919,24.089359,45.853340
37.861239,24.510999,45.853340
37.891719,24.952959,45.853340
37.912039,25.394919,45.853340
37.998399,25.862279,45.853340
38.033959,26.288999,45.853340
38.013639,26.756359,45.853340
38.049199,27.188159,45.853340
38.064439,27.670759,45.853340
38.155879,28.056839,45.853340
38.247319,28.544519,45.853340
38.272719,29.022039,45.853340
38.201599,29.463999,45.853340
38.221919,29.905959,45.853340
38.181279,30.424119,45.853340
37.988239,30.942279,45.853340
38.150799,31.368999,45.853340
37.541199,31.297879,45.853340
37.200839,31.622999,45.853340
36.814759,31.902399,45.853340
36.372799,32.110679,45.853340
35.981639,32.232599,45.853340
35.559999,32.354519,45.853340
35.153599,32.466279,45.853340
34.737039,32.486599,45.853340
34.310319,32.598359,45.853340
33.883599,32.598359,45.853340
33.451799,32.715199,45.853340
33.030159,32.821879,45.853340
32.522159,32.806639,45.853340
32.100519,32.918399,45.853340
32.059879,33.446719,45.853340
31.536639,33.009839,45.853340
31.114999,33.075879,45.853340
30.698439,33.136839,45.853340
30.276799,33.213039,45.853340
29.865319,33.218119,45.853340
29.458919,33.263839,45.853340
28.986479,33.350199,45.853340
28.402279,33.258759,45.853340
27.945079,33.355279,45.853340
27.508199,33.441639,45.853340
27.081479,33.426399,45.853340
26.675079,33.553399,45.853340
26.192479,33.563559,45.853340
25.786079,33.670239,45.853340
25.349199,33.649919,45.853340
24.902159,33.736279,45.853340
24.480519,33.868359,45.853340
24.028399,33.969959,45.853340
23.596599,33.944559,45.853340
23.190199,33.995359,45.853340
22.743159,34.066479,45.853340
22.336759,34.117279,45.853340
21.889719,34.198559,45.853340
21.452839,34.213799,45.853340
21.036279,34.239199,45.853340
20.579079,34.239199,45.853340
20.167599,34.325559,45.853340
19.690079,34.437319,45.853340
19.248119,34.442399,45.853340
18.785839,34.518599,45.853340
18.328639,34.579559,45.853340
17.856199,34.589719,45.853340
17.444719,34.599879,45.853340
16.992599,34.706559,45.853340
16.540479,34.787839,45.853340
16.123919,34.823399,45.853340
15.671799,34.803079,45.853340
15.280640,34.909759,45.853340
14.818360,34.924999,45.853340
14.361160,34.894519,45.853340
13.944600,35.026599,45.853340
13.462000,35.107879,45.853340
13.009880,35.189159,45.853340
12.593320,35.087559,45.853340
12.197080,35.173919,45.853340
11.719560,35.128199,45.853340
11.226800,35.199319,45.853340
10.734040,35.305999,45.853340
10.342880,35.199319,45.853340
9.906000,35.285679,45.853340
9.428480,35.346639,45.853340
8.981440,35.290759,45.853340
8.559800,35.270439,45.853340
8.072120,35.316159,45.853340
7.564120,35.453319,45.853340
6.944360,35.331399,45.853340
6.512560,35.392359,45.853340
5.979160,35.387279,45.853340
5.527040,35.519359,45.853340
5.059680,35.463479,45.853340
4.521200,35.559999,45.853340
3.977640,35.641279,45.853340
3.571240,35.605719,45.853340
3.149600,35.666679,45.853340
2.727960,35.666679,45.853340
2.138680,35.534599,45.853340
1.727200,35.651439,45.853340
1.285240,35.707319,45.853340
0.736600,35.636199,45.853340
0.284480,35.747959,45.853340
-0.218440,35.773359,45.853340
-0.772160,35.702239,45.853340
-1.264920,35.793679,45.853340
-1.767840,35.910519,45.853340
-2.255520,35.788599,45.853340
-2.727960,35.819079,45.853340
-3.261360,35.783519,45.853340
-3.759200,35.819079,45.853340
-4.348480,35.717479,45.853340
-4.765040,35.834319,45.853340
-5.247640,35.742879,45.853340
-5.704840,35.844479,45.853340
-6.223000,35.844479,45.853340
-6.822440,35.707319,45.853340
-7.330440,35.717479,45.853340
-7.823200,35.747959,45.853340
-8.321040,35.641279,45.853340
-8.798560,35.620959,45.853340
-9.250680,35.615879,45.853340
-9.652000,35.554919,45.853340
-10.078720,35.509199,45.853340
-10.632440,35.356799,45.853340
-11.069320,35.341559,45.853340
-11.465560,35.311079,45.853340
-11.871960,35.316159,45.853340
-12.319000,35.229799,45.853340
-12.725400,35.326319,45.853340
-13.289280,35.087559,45.853340
-13.812520,35.214559,45.853340
-14.290040,35.046919,45.853340
-14.818360,35.112959,45.853340
-15.285720,35.011359,45.853340
-15.798799,35.021519,45.853340
-16.200119,35.143439,45.853340
-16.692879,34.904679,45.853340
-17.236439,35.062159,45.853340
-17.719039,34.930079,45.853340
-18.227039,34.955479,45.853340
-18.811239,34.985959,45.853340
-19.303999,34.762439,45.853340
-19.796759,34.757359,45.853340
-20.243799,34.706559,45.853340
-20.711159,34.650679,45.853340
-21.153119,34.640519,45.853340
-21.630639,34.513519,45.853340
-22.128479,34.569399,45.853340
-22.626319,34.508439,45.853340
-23.022559,34.594799,45.853340
-23.525479,34.376359,45.853340
-24.033479,34.371279,45.853340
-24.444959,34.244279,45.853340
-24.958039,34.361119,45.853340
-25.369519,34.274759,45.853340
-25.862279,34.284919,45.853340
-26.304239,34.223959,45.853340
-26.756359,34.259519,45.853340
-27.162759,34.269679,45.853340
-27.635199,34.096959,45.853340
-28.107639,33.969959,45.853340
-28.585159,33.685479,45.853340
-28.889959,33.218119,45.853340
-29.133799,32.659319,45.853340
-29.143959,32.125919,45.853340
-29.301439,31.638239,45.853340
-29.260799,31.104839,45.853340
-29.336999,30.627319,45.853340
-29.204919,30.083759,45.853340
-29.250639,29.657039,45.853340
-29.301439,29.138879,45.853340
-29.423359,28.727399,45.853340
-29.199839,28.178759,45.853340
-29.225239,27.625039,45.853340
-29.179519,27.132279,45.853340
-29.133799,26.492199,45.853340
-29.067759,25.806399,45.853340
-29.103319,25.293319,45.853340
-29.082999,24.876759,45.853340
-29.108399,24.439879,45.853340
-29.154119,24.033479,45.853340
-29.037279,23.494999,45.853340
-29.154119,23.037799,45.853340
-29.032199,22.519639,45.853340
-29.093159,22.052279,45.853340
-29.138879,21.569679,45.853340
-29.042359,20.985479,45.853340
-29.149039,20.558759,45.853340
-29.103319,20.060919,45.853340
-29.149039,19.608799,45.853340
-29.220159,19.207479,45.853340
-29.154119,18.608039,45.853340
-29.184599,18.049239,45.853340
-29.225239,17.632679,45.853340
-29.032199,17.048479,45.853340
-29.204919,16.443959,45.853340
-29.138879,15.915639,45.853340
-29.204919,15.509240,45.853340
-29.199839,15.097760,45.853340
-29.108399,14.483080,45.853340
-29.245559,13.944600,45.853340
-29.179519,13.380720,45.853340
-29.209999,12.877800,45.853340
-29.108399,12.339320,45.853340
-29.108399,11.907520,45.853340
-29.088079,11.475720,45.853340
-29.047439,11.054080,45.853340
-29.032199,10.617200,45.853340
-29.164279,10.231120,45.853340
-29.027119,9.748520,45.853340
-29.077919,9.184640,45.853340
-28.884879,8.646160,45.853340
-28.849319,8.209280,45.853340
-28.925519,7.797800,45.853340
-28.803599,7.340600,45.853340
-28.818839,6.807200,45.853340
-28.773119,6.339840,45.853340
-28.823919,5.938520,45.853340
-28.615639,5.455920,45.853340
-28.671519,4.947920,45.853340
-28.600399,4.536440,45.853340
-28.610559,4.064000,45.853340
-28.478479,3.459480,45.853340
-28.519119,2.895600,45.853340
-28.539439,2.473960,45.853340
-28.381959,1.910080,45.853340
-28.447999,1.478280,45.853340
-28.417519,1.066800,45.853340
-28.493719,0.670560,45.853340
-28.326079,0.127000,45.853340
-28.397199,-0.457200,45.853340
-28.371799,-0.904240,45.853340
-28.351479,-1.346200,45.853340
-28.351479,-1.778000,45.853340
-28.366719,-2.240280,45.853340
-28.407359,-2.849880,45.853340
-28.427679,-3.327400,45.853340
-28.468319,-3.931920,45.853340
-28.544519,-4.384040,45.853340
-28.453079,-4.963160,45.853340
-28.514039,-5.379720,45.853340
-28.641039,-5.796280,45.853340
-28.549599,-6.334760,45.853340
-28.605479,-6.817360,45.853340
-28.564839,-7.401560,45.853340
-28.641039,-7.838440,45.853340
-28.508959,-8.392160,45.853340
-28.524199,-8.854440,45.853340
-28.544519,-9.321800,45.853340
-28.539439,-9.946640,45.853340
-28.554679,-10.347960,45.853340
-28.437839,-10.825480,45.853340
-28.544519,-11.313160,45.853340
-28.493719,-11.805920,45.853340
-28.473399,-12.222480,45.853340
-28.503879,-12.639040,45.853340
-28.534359,-13.136880,45.853340
-28.544519,-13.538200,45.853340
-28.519119,-13.959840,45.853340
-28.468319,-14.503400,45.853340
-28.580079,-14.894560,45.853340
-28.432759,-15.458440,45.853340
-28.529279,-15.946119,45.853340
-28.473399,-16.464279,45.853340
-28.554679,-16.926559,45.853340
-28.422599,-17.505679,45.853340
-28.508959,-18.054319,45.853340
-28.437839,-18.531839,45.853340
-28.514039,-18.963639,45.853340
-28.381959,-19.552919,45.853340
-28.468319,-20.132039,45.853340
-28.417519,-20.604479,45.853340
-28.519119,-21.076919,45.853340
-28.447999,-21.681439,45.853340
-28.549599,-22.148799,45.853340
-28.453079,-22.712679,45.853340
-28.595319,-23.108919,45.853340
-28.580079,-23.545799,45.853340
-28.666439,-24.043639,45.853340
-28.681679,-24.597359,45.853340
-28.666439,-25.222199,45.853340
-28.717239,-25.679399,45.853340
-28.727399,-26.141679,45.853340
-28.783279,-26.588719,45.853340
-28.676599,-27.172919,45.853340
-28.778199,-27.706319,45.853340
-28.712159,-28.270199,45.853340
-28.808679,-28.722319,45.853340
-28.813759,-29.291279,45.853340
-28.732479,-29.738319,45.853340
-28.732479,-30.220919,45.853340
-28.498799,-30.769559,45.853340
-28.066999,-31.206439,45.853340
-27.762199,-31.592519,45.853340
-27.371039,-31.861759,45.853340
-26.751279,-32.085279,45.853340
-26.263599,-32.318959,45.853340
-25.791159,-32.435799,45.853340
-25.252679,-32.542479,45.853340
-24.775159,-32.633919,45.853340
-24.221439,-32.720279,45.853340
-23.637239,-32.867599,45.853340
-23.022559,-32.999679,45.853340
-22.545039,-33.111439,45.853340
-21.935439,-33.136839,45.853340
-21.498559,-33.294319,45.853340
-20.949919,-33.253679,45.853340
-20.375879,-33.456879,45.853340
-19.898359,-33.467039,45.853340
-19.293839,-33.497519,45.853340
-18.851879,-33.588959,45.853340
-18.303239,-33.553399,45.853340
-17.769839,-33.604199,45.853340
-17.236439,-33.578799,45.853340
-16.616679,-33.578799,45.853340
-16.042639,-33.472119,45.853340
-15.626079,-33.594039,45.853340
-15.107920,-33.624519,45.853340
-14.488160,-33.649919,45.853340
-13.893800,-33.680399,45.853340
-13.416280,-33.822639,45.853340
-12.847320,-33.842959,45.853340
-12.461240,-34.015679,45.853340
-12.004040,-34.051239,45.853340
-11.455400,-34.188399,45.853340
-10.850880,-34.361119,45.853340
-10.434320,-34.594799,45.853340
-9.890760,-34.620199,45.853340
-9.453880,-34.858959,45.853340
-8.879840,-34.955479,45.853340
-8.458200,-35.194239,45.853340
-7.919720,-35.366959,45.853340
-7.355840,-35.534599,45.853340
-6.954520,-35.732719,45.853340
-6.451600,-35.890199,45.853340
-5.989320,-36.200079,45.853340
-5.491480,-36.347399,45.853340
-4.927600,-36.550599,45.853340
-4.582160,-36.809679,45.853340
-4.094480,-37.002719,45.853340
-3.576320,-37.185599,45.853340
-3.230880,-37.571679,45.853340
-2.641600,-37.718999,45.853340
-2.240280,-38.049199,45.853340
-1.844040,-38.328599,45.853340
-1.280160,-38.308279,45.853340
-1.016000,-38.643559,45.853340
-0.807720,-39.131239,45.853340
-0.381000,-39.583359,45.853340
-8.417560,36.271199,46.358165
-8.778240,35.783519,46.358165
-9.362440,35.575239,46.358165
-9.845040,35.549839,46.358165
-10.302240,35.554919,46.358165
-10.830560,35.514279,46.358165
-11.338560,35.260279,46.358165
-11.811000,35.138359,46.358165
-12.202160,35.011359,46.358165
-12.623800,35.057079,46.358165
-13.070840,34.975799,46.358165
-13.472160,34.996119,46.358165
-13.883640,35.021519,46.358165
-14.300200,34.945319,46.358165
-14.696440,34.869119,46.358165
-15.153640,34.894519,46.358165
-15.626079,34.899599,46.358165
-16.017239,34.797999,46.358165
-16.489679,34.884359,46.358165
-16.951959,34.843719,46.358165
-17.348199,34.757359,46.358165
-17.805399,34.838639,46.358165
-18.216879,34.716719,46.358165
-18.663919,34.676079,46.358165
-19.105879,34.599879,46.358165
-19.563079,34.549079,46.358165
-20.035519,34.437319,46.358165
-20.619719,34.483039,46.358165
-21.041359,34.472879,46.358165
-21.513799,34.350959,46.358165
-21.981159,34.335719,46.358165
-22.407879,34.234119,46.358165
-22.859999,34.223959,46.358165
-23.281639,34.188399,46.358165
-23.748999,34.122359,46.358165
-24.282399,34.188399,46.358165
-24.739599,34.122359,46.358165
-25.201879,34.081719,46.358165
-25.623519,34.102039,46.358165
-26.080719,33.975039,46.358165
-26.659839,34.066479,46.358165
-27.132279,33.934399,46.358165
-27.584399,33.944559,46.358165
-28.066999,33.685479,46.358165
-28.473399,33.497519,46.358165
-28.778199,33.223199,46.358165
-29.006799,32.791399,46.358165
-29.118559,32.257999,46.358165
-29.098239,31.800799,46.358165
-29.098239,31.323279,46.358165
-29.291279,30.845759,46.358165
-29.138879,30.302199,46.358165
-29.143959,29.799279,46.358165
-29.215079,29.204919,46.358165
-29.042359,28.747719,46.358165
-29.113479,28.214319,46.358165
-29.133799,27.736799,46.358165
-28.971239,27.299919,46.358165
-28.986479,26.802079,46.358165
-28.966159,26.309319,46.358165
-29.062679,25.821639,46.358165
-29.082999,25.328879,46.358165
-28.910279,24.958039,46.358165
