x,y,z
33.553399,-31.450279,30.003743
33.924239,-31.216599,30.003743
34.234119,-30.820359,30.003743
34.594799,-30.469839,30.003743
34.706559,-30.058359,30.003743
34.869119,-29.550359,30.003743
34.843719,-29.077919,30.003743
34.985959,-28.605479,30.003743
35.031679,-28.193999,30.003743
34.960559,-27.701239,30.003743
35.031679,-27.213559,30.003743
34.853879,-26.766519,30.003743
34.965639,-26.253439,30.003743
35.036759,-25.745439,30.003743
34.935159,-25.212039,30.003743
35.057079,-24.658319,30.003743
34.970719,-24.267159,30.003743
34.889439,-23.815039,30.003743
34.853879,-23.418799,30.003743
34.848799,-22.931119,30.003743
34.716719,-22.458679,30.003743
34.838639,-21.879559,30.003743
34.858959,-21.473159,30.003743
34.843719,-21.056599,30.003743
34.716719,-20.624799,30.003743
34.716719,-20.142199,30.003743
34.676079,-19.649439,30.003743
34.833559,-19.171919,30.003743
34.787839,-18.668999,30.003743
34.848799,-18.242279,30.003743
34.716719,-17.851119,30.003743
34.757359,-17.338039,30.003743
34.757359,-16.916399,30.003743
34.665919,-16.499839,30.003743
34.645599,-15.981679,30.003743
34.670999,-15.458440,30.003743
34.762439,-14.950440,30.003743
34.696399,-14.503400,30.003743
34.610039,-14.091920,30.003743
34.681159,-13.594080,30.003743
34.665919,-13.111480,30.003743
34.721799,-12.674600,30.003743
34.589719,-12.263120,30.003743
34.635439,-11.795760,30.003743
34.630359,-11.323320,30.003743
34.721799,-10.789920,30.003743
34.604959,-10.353040,30.003743
34.635439,-9.819640,30.003743
34.569399,-9.347200,30.003743
34.691319,-8.808720,30.003743
34.640519,-8.310880,30.003743
34.615119,-7.787640,30.003743
34.752279,-7.279640,30.003743
34.777679,-6.827520,30.003743
34.701479,-6.344920,30.003743
34.752279,-5.867400,30.003743
34.655759,-5.344160,30.003743
34.716719,-4.841240,30.003743
34.594799,-4.378960,30.003743
34.640519,-3.942080,30.003743
34.721799,-3.545840,30.003743
34.650679,-3.114040,30.003743
34.726879,-2.585720,30.003743
34.747199,-2.184400,30.003743
34.660839,-1.681480,30.003743
34.737039,-1.183640,30.003743
34.589719,-0.665480,30.003743
34.747199,-0.081280,30.003743
34.747199,0.330200,30.003743
34.823399,0.833120,30.003743
34.721799,1.264920,30.003743
34.742119,1.737360,30.003743
34.676079,2.255520,30.003743
34.716719,2.763520,30.003743
34.625279,3.169920,30.003743
34.584639,3.611880,30.003743
34.645599,4.013200,30.003743
34.604959,4.445000,30.003743
34.640519,4.953000,30.003743
34.589719,5.384800,30.003743
34.533839,5.887720,30.003743
34.655759,6.365240,30.003743
34.635439,6.827520,30.003743
34.625279,7.284720,30.003743
34.589719,7.782560,30.003743
34.554159,8.234680,30.003743
34.533839,8.737600,30.003743
34.477959,9.240520,30.003743
34.422079,9.697720,30.003743
34.493199,10.109200,30.003743
34.528759,10.601960,30.003743
34.488119,11.033760,30.003743
34.554159,11.460480,30.003743
34.549079,11.861800,30.003743
34.549079,12.369800,30.003743
34.589719,12.766040,30.003743
34.625279,13.182600,30.003743
34.589719,13.583920,30.003743
34.630359,14.086840,30.003743
34.584639,14.518640,30.003743
34.701479,14.914880,30.003743
34.706559,15.336520,30.003743
34.691319,15.773399,30.003743
34.752279,16.184879,30.003743
34.813239,16.611599,30.003743
34.803079,17.043399,30.003743
34.808159,17.500599,30.003743
34.909759,17.906999,30.003743
34.813239,18.414999,30.003743
34.737039,18.968719,30.003743
34.914839,19.446239,30.003743
34.853879,19.857719,30.003743
34.716719,20.289519,30.003743
34.767519,20.792439,30.003743
34.676079,21.310599,30.003743
34.884359,21.859239,30.003743
34.691319,22.499319,30.003743
34.970719,23.012399,30.003743
34.930079,23.479759,30.003743
35.072319,23.957279,30.003743
35.138359,24.450039,30.003743
35.224719,24.968199,30.003743
35.189159,25.399999,30.003743
35.209479,25.806399,30.003743
35.250119,26.212799,30.003743
35.336479,26.725879,30.003743
35.397439,27.294839,30.003743
35.377119,28.000959,30.003743
35.245039,28.574999,30.003743
35.067239,29.255719,30.003743
34.833559,29.789119,30.003743
34.594799,30.119319,30.003743
33.903919,30.220919,30.003743
34.000439,30.957519,30.003743
33.456879,30.916879,30.003743
32.969199,31.038799,30.003743
32.527239,31.257239,30.003743
32.019239,31.236919,30.003743
31.592519,31.424879,30.003743
31.145479,31.485839,30.003743
30.718759,31.521399,30.003743
30.352999,31.709359,30.003743
29.865319,31.724599,30.003743
29.448759,31.826199,30.003743
29.011879,31.963359,30.003743
28.483559,31.912559,30.003743
28.021279,31.917639,30.003743
27.609799,31.937959,30.003743
27.203399,32.054799,30.003743
26.756359,32.080199,30.003743
26.339799,32.156399,30.003743
25.943559,32.227519,30.003743
25.521919,32.318959,30.003743
25.110439,32.420559,30.003743
24.673559,32.537399,30.003743
24.236679,32.613599,30.003743
23.759159,32.628839,30.003743
23.296879,32.755839,30.003743
22.844759,32.877759,30.003743
22.372319,32.938719,30.003743
21.960839,33.050479,30.003743
21.513799,33.086039,30.003743
21.107399,33.141919,30.003743
20.640039,33.213039,30.003743
20.167599,33.279079,30.003743
19.695159,33.411159,30.003743
19.288759,33.370519,30.003743
18.897599,33.497519,30.003743
18.435319,33.599119,30.003743
18.028919,33.512759,30.003743
17.627599,33.594039,30.003743
17.175479,33.736279,30.003743
16.692879,33.776919,30.003743
16.220439,33.842959,30.003743
15.758159,33.954719,30.003743
15.209520,34.096959,30.003743
14.615160,34.030919,30.003743
14.163040,34.147759,30.003743
13.680440,34.137599,30.003743
13.202920,34.279839,30.003743
12.735560,34.300159,30.003743
12.339320,34.218879,30.003743
11.882120,34.289999,30.003743
11.440160,34.244279,30.003743
11.033760,34.157919,30.003743
10.566400,34.234119,30.003743
10.114280,34.269679,30.003743
9.646920,34.198559,30.003743
9.240520,34.178239,30.003743
8.778240,34.193479,30.003743
8.356600,34.132519,30.003743
7.914640,34.132519,30.003743
7.487920,34.137599,30.003743
7.045960,34.142679,30.003743
6.593840,34.117279,30.003743
6.111240,34.152839,30.003743
5.689600,34.102039,30.003743
5.232400,34.173159,30.003743
4.775200,34.178239,30.003743
4.338320,34.122359,30.003743
3.916680,34.096959,30.003743
3.362960,34.056319,30.003743
2.910840,33.959799,30.003743
2.473960,34.046159,30.003743
1.991360,34.102039,30.003743
1.513840,34.102039,30.003743
1.071880,34.132519,30.003743
0.655320,34.132519,30.003743
0.228600,34.152839,30.003743
-0.213360,34.198559,30.003743
-0.635000,34.178239,30.003743
-1.148080,34.269679,30.003743
-1.635760,34.401759,30.003743
-2.230120,34.173159,30.003743
-2.707640,34.223959,30.003743
-3.225800,34.325559,30.003743
-3.733800,34.406839,30.003743
-4.277360,34.198559,30.003743
-4.704080,34.122359,30.003743
-5.161280,34.183319,30.003743
-5.684520,34.320479,30.003743
-6.162040,34.127439,30.003743
-6.593840,34.157919,30.003743
-7.101840,34.122359,30.003743
-7.564120,34.061399,30.003743
-8.077200,33.822639,30.003743
-8.509000,33.868359,30.003743
-8.956040,33.822639,30.003743
-9.367520,33.797239,30.003743
-9.870440,33.848039,30.003743
-10.312400,33.751519,30.003743
-10.759440,33.751519,30.003743
-11.181080,33.700719,30.003743
-11.704320,33.654999,30.003743
-12.181840,33.710879,30.003743
-12.593320,33.675319,30.003743
-13.004800,33.563559,30.003743
-13.421360,33.553399,30.003743
-13.827760,33.533079,30.003743
-14.208760,33.416239,30.003743
-14.625320,33.451799,30.003743
-15.102840,33.461959,30.003743
-15.529560,33.451799,30.003743
-16.098519,33.365439,30.003743
-16.555719,33.370519,30.003743
-17.002759,33.309559,30.003743
-17.470119,33.385759,30.003743
-17.901919,33.416239,30.003743
-18.374359,33.284159,30.003743
-18.780759,33.299399,30.003743
-19.273519,33.350199,30.003743
-19.735799,33.461959,30.003743
-20.274279,33.665159,30.003743
-20.736559,33.649919,30.003743
-21.137879,33.553399,30.003743
3.713480,33.868359,30.518093
3.190240,33.929319,30.518093
2.687320,33.929319,30.518093
2.291080,33.853119,30.518093
1.803400,33.959799,30.518093
1.300480,33.995359,30.518093
0.802640,34.102039,30.518093
0.365760,33.975039,30.518093
-0.167640,34.091879,30.518093
-0.650240,34.198559,30.518093
-1.153160,34.193479,30.518093
-1.681480,34.269679,30.518093
-2.148840,34.203639,30.518093
-2.545080,34.071559,30.518093
-3.134360,34.066479,30.518093
-3.662680,34.132519,30.518093
-4.211320,34.076639,30.518093
-4.759960,34.056319,30.518093
-5.242560,34.107119,30.518093
-5.816600,33.934399,30.518093
-6.375400,34.025839,30.518093
-6.939280,33.954719,30.518093
-7.523480,33.858199,30.518093
-8.102600,33.822639,30.518093
-8.686800,33.771839,30.518093
-9.281160,33.731199,30.518093
-9.839960,33.675319,30.518093
-10.424160,33.527999,30.518093
-11.003280,33.517839,30.518093
-11.572240,33.527999,30.518093
-12.131040,33.467039,30.518093
-12.567920,33.456879,30.518093
-13.020040,33.319719,30.518093
-13.614400,33.334959,30.518093
-14.183360,33.345119,30.518093
-14.818360,33.289239,30.518093
-15.402560,33.314639,30.518093
-15.905479,33.294319,30.518093
-16.342359,33.197799,30.518093
-16.921479,33.228279,30.518093
-17.470119,33.253679,30.518093
-17.927319,33.182559,30.518093
-18.440399,33.289239,30.518093
-18.907759,33.187639,30.518093
-19.436079,33.248599,30.518093
-19.893279,33.238439,30.518093
-20.477479,33.350199,30.518093
-21.071839,33.411159,30.518093
-21.686519,33.400999,30.518093
-22.230079,33.355279,30.518093
-22.717759,33.314639,30.518093
-23.322279,33.375599,30.518093
-23.855679,33.355279,30.518093
-24.378919,33.273999,30.518093
-24.876759,33.345119,30.518093
-25.349199,33.192719,30.518093
-25.938479,33.141919,30.518093
-26.385519,32.923479,30.518093
-26.771599,32.638999,30.518093
-27.091639,32.217359,30.518093
-27.254199,31.785559,30.518093
-27.411679,31.297879,30.518093
-27.431999,30.810199,30.518093
-27.487879,30.332679,30.518093
-27.335479,29.819599,30.518093
-27.508199,29.296359,30.518093
-27.350719,28.920439,30.518093
-27.386279,28.387039,30.518093
-27.320239,27.899359,30.518093
-27.289759,27.376119,30.518093
-27.203399,26.878279,30.518093
-27.269439,26.471879,30.518093
-27.122119,26.095959,30.518093
-27.076399,25.557479,30.518093
-27.106879,25.044399,30.518093
-27.177999,24.551639,30.518093
-27.025599,24.175719,30.518093
-27.005279,23.611839,30.518093
-26.898599,23.124159,30.518093
-26.908759,22.611079,30.518093
-26.969719,22.113239,30.518093
-26.766519,21.630639,30.518093
-26.893519,21.117559,30.518093
-26.776679,20.680679,30.518093
-26.913839,20.187919,30.518093
-26.705559,19.796759,30.518093
-26.781759,19.243039,30.518093
-26.690319,18.811239,30.518093
-26.720799,18.354039,30.518093
-26.822399,17.774919,30.518093
-26.802079,17.332959,30.518093
-26.857959,16.748759,30.518093
-26.807159,16.347439,30.518093
-26.786839,15.925799,30.518093
-26.796999,15.483840,30.518093
-26.837639,14.925040,30.518093
-26.746199,14.508480,30.518093
-26.812239,13.980160,30.518093
-26.720799,13.472160,30.518093
-26.863039,12.913360,30.518093
-26.796999,12.446000,30.518093
-26.857959,11.856720,30.518093
-26.807159,11.419840,30.518093
-26.781759,10.967720,30.518093
-26.791919,10.530840,30.518093
-26.837639,10.012680,30.518093
-26.863039,9.596120,30.518093
-26.715719,9.215120,30.518093
-26.756359,8.625840,30.518093
-26.807159,8.168640,30.518093
-26.842719,7.594600,30.518093
-26.766519,7.142480,30.518093
-26.781759,6.563360,30.518093
-26.725879,6.131560,30.518093
-26.690319,5.715000,30.518093
-26.675079,5.176520,30.518093
-26.664919,4.699000,30.518093
-26.634439,4.277360,30.518093
-26.649679,3.769360,30.518093
-26.537919,3.215640,30.518093
-26.669999,2.667000,30.518093
-26.563319,2.230120,30.518093
-26.542999,1.757680,30.518093
-26.415999,1.163320,30.518093
-26.654759,0.650240,30.518093
-26.487119,0.182880,30.518093
-26.466799,-0.233680,30.518093
-26.573479,-0.756920,30.518093
-26.522679,-1.203960,30.518093
-26.502359,-1.610360,30.518093
-26.497279,-2.118360,30.518093
-26.614119,-2.606040,30.518093
-26.441399,-3.119120,30.518093
-26.588719,-3.662680,30.518093
-26.456639,-4.099560,30.518093
-26.522679,-4.658360,30.518093
-26.471879,-5.120640,30.518093
-26.532839,-5.593080,30.518093
-26.522679,-6.096000,30.518093
-26.466799,-6.543040,30.518093
-26.385519,-6.934200,30.518093
-26.436319,-7.482840,30.518093
-26.344879,-7.919720,30.518093
-26.304239,-8.382000,30.518093
-26.405839,-8.961120,30.518093
-26.390599,-9.408160,30.518093
-26.405839,-9.839960,30.518093
-26.390599,-10.368280,30.518093
-26.578559,-10.850880,30.518093
-26.446479,-11.242040,30.518093
-26.421079,-11.658600,30.518093
-26.441399,-12.080240,30.518093
-26.395679,-12.522200,30.518093
-26.344879,-13.004800,30.518093
-26.471879,-13.507720,30.518093
-26.314399,-13.919200,30.518093
-26.329639,-14.417040,30.518093
-26.268679,-14.889480,30.518093
-26.410919,-15.280640,30.518093
-26.309319,-15.687039,30.518093
-26.339799,-16.276319,30.518093
-26.283919,-16.708119,30.518093
-26.334719,-17.200879,30.518093
-26.238199,-17.607279,30.518093
-26.344879,-18.176239,30.518093
-26.365199,-18.618199,30.518093
-26.324559,-19.070319,30.518093
-26.370279,-19.471639,30.518093
-26.390599,-19.918679,30.518093
-26.426159,-20.370799,30.518093
-26.426159,-20.812759,30.518093
-26.466799,-21.249639,30.518093
-26.497279,-21.706839,30.518093
-26.537919,-22.204679,30.518093
-26.609039,-22.677119,30.518093
-26.487119,-23.129239,30.518093
-26.573479,-23.550879,30.518093
-26.675079,-24.038559,30.518093
-26.644599,-24.678639,30.518093
-26.624279,-25.140919,30.518093
-26.649679,-25.582879,30.518093
-26.700479,-25.999439,30.518093
-26.695399,-26.415999,30.518093
-26.695399,-26.822399,30.518093
-26.796999,-27.228799,30.518093
-26.751279,-27.630119,30.518093
-26.680159,-28.148279,30.518093
-26.568399,-28.783279,30.518093
-26.355039,-29.423359,30.518093
-25.968959,-29.626559,30.518093
-25.587959,-29.921199,30.518093
-25.049479,-30.088839,30.518093
-24.805639,-30.408879,30.518093
-24.389079,-30.439359,30.518093
-23.891239,-30.525719,30.518093
-23.449279,-30.591759,30.518093
-22.931119,-30.612079,30.518093
-22.392639,-30.855919,30.518093
-21.965919,-30.866079,30.518093
-21.569679,-30.906719,30.518093
-21.036279,-30.896559,30.518093
-20.507959,-31.109919,30.518093
-20.076159,-30.993079,30.518093
-19.649439,-30.998159,30.518093
-19.212559,-30.962599,30.518093
-18.653759,-31.059119,30.518093
-18.227039,-31.099759,30.518093
-17.825719,-31.165799,30.518093
-17.404079,-31.120079,30.518093
-16.830039,-31.231839,30.518093
-16.393159,-31.196279,30.518093
-15.996919,-31.257239,30.518093
-15.519400,-31.292799,30.518093
-14.996160,-31.181039,30.518093
-14.569440,-31.252159,30.518093
-14.076680,-31.272479,30.518093
-13.634720,-31.424879,30.518093
-13.213080,-31.374079,30.518093
-12.801600,-31.562039,30.518093
-12.395200,-31.622999,30.518093
-11.973560,-31.663639,30.518093
-11.511280,-31.719519,30.518093
-11.115040,-31.907479,30.518093
-10.607040,-31.917639,30.518093
-10.210800,-32.039559,30.518093
-9.753600,-32.085279,30.518093
-9.342120,-32.278319,30.518093
-8.961120,-32.405319,30.518093
-8.539480,-32.451039,30.518093
-8.026400,-32.730439,30.518093
-7.660640,-32.887919,30.518093
-7.239000,-33.045399,30.518093
-6.797040,-33.202879,30.518093
-6.207760,-33.258759,30.518093
-5.816600,-33.497519,30.518093
-5.394960,-33.690559,30.518093
-4.983480,-33.858199,30.518093
-4.632960,-34.061399,30.518093
-4.251960,-34.259519,30.518093
-3.870960,-34.422079,30.518093
-3.474720,-34.701479,30.518093
-2.992120,-34.899599,30.518093
-2.499360,-35.250119,30.518093
-2.062480,-35.499039,30.518093
-1.681480,-35.727639,30.518093
-1.188720,-35.940999,30.518093
-0.660400,-36.184839,30.518093
-0.243840,-36.575999,30.518093
0.187960,-36.672519,30.518093
0.716280,-36.962079,30.518093
1.097280,-37.089079,30.518093
1.635760,-37.307519,30.518093
2.214880,-37.480239,30.518093
2.641600,-37.490399,30.518093
3.144520,-37.531039,30.518093
3.556000,-37.556439,30.518093
4.109720,-37.464999,30.518093
4.643120,-37.546279,30.518093
5.115560,-37.485319,30.518093
5.618480,-37.297359,30.518093
6.162040,-37.337999,30.518093
6.604000,-37.251639,30.518093
7.091680,-37.089079,30.518093
7.467600,-36.804599,30.518093
7.945120,-36.804599,30.518093
8.300720,-36.596319,30.518093
8.778240,-36.454079,30.518093
9.194800,-36.443919,30.518093
9.550400,-36.164519,30.518093
10.017760,-36.067999,30.518093
10.490200,-35.920679,30.518093
10.927080,-35.793679,30.518093
11.297920,-35.575239,30.518093
11.694160,-35.417759,30.518093
12.095480,-35.275519,30.518093
12.491720,-35.102799,30.518093
13.050520,-34.935159,30.518093
13.467080,-34.670999,30.518093
13.919200,-34.350959,30.518093
14.295120,-34.193479,30.518093
14.787880,-34.122359,30.518093
15.285720,-33.908999,30.518093
15.778479,-33.842959,30.518093
16.159479,-33.497519,30.518093
16.687799,-33.441639,30.518093
17.099279,-33.340039,30.518093
17.520919,-33.197799,30.518093
17.912079,-33.055559,30.518093
18.374359,-33.035239,30.518093
18.922999,-32.816799,30.518093
19.395439,-32.913319,30.518093
19.801839,-32.699959,30.518093
20.289519,-32.684719,30.518093
20.863559,-32.456119,30.518093
21.462999,-32.593279,30.518093
21.915119,-32.532319,30.518093
22.372319,-32.517079,30.518093
22.814279,-32.359599,30.518093
23.347679,-32.354519,30.518093
23.784559,-32.293559,30.518093
24.190959,-32.390079,30.518093
24.602439,-32.369759,30.518093
25.018999,-32.308799,30.518093
25.450799,-32.268159,30.518093
25.857199,-32.273239,30.518093
26.258519,-32.247839,30.518093
26.705559,-32.176719,30.518093
27.193239,-32.227519,30.518093
27.670759,-32.100519,30.518093
28.219399,-32.202119,30.518093
28.742639,-32.191959,30.518093
29.250639,-32.090359,30.518093
29.702759,-32.222439,30.518093
30.159959,-32.212279,30.518093
30.657799,-32.085279,30.518093
31.236919,-32.090359,30.518093
31.638239,-32.136079,30.518093
32.156399,-31.978599,30.518093
32.740599,-31.943039,30.518093
33.182559,-31.749999,30.518093
33.680399,-31.582359,30.518093
34.076639,-31.277559,30.518093
34.493199,-30.855919,30.518093
34.681159,-30.363159,30.518093
34.869119,-29.870399,30.518093
35.011359,-29.448759,30.518093
34.970719,-29.037279,30.518093
35.001199,-28.590239,30.518093
34.970719,-28.168599,30.518093
35.087559,-27.660599,30.518093
35.036759,-27.228799,30.518093
35.046919,-26.802079,30.518093
35.123119,-26.380439,30.518093
35.031679,-25.974039,30.518093
34.996119,-25.445719,30.518093
34.945319,-24.947879,30.518093
35.001199,-24.424639,30.518093
35.072319,-23.850599,30.518093
35.021519,-23.449279,30.518093
34.950399,-22.956519,30.518093
34.919919,-22.412959,30.518093
34.853879,-21.945599,30.518093
34.970719,-21.518879,30.518093
34.843719,-21.107399,30.518093
34.792919,-20.619719,30.518093
34.777679,-20.137119,30.518093
34.797999,-19.629119,30.518093
34.874199,-19.197319,30.518093
34.731959,-18.775679,30.518093
